,vl_licitacao,indicador1,indicador2,indicador3,indicador4,Id,Prob,Grupo
408,"480.789,22","0,7565",0,"0,0600",0,428,"0,0001",1
409,"52.500,00","0,8800",0,"0,0000",0,429,"0,1565",1
410,"19.000,00","0,9947",1,"0,0000",0,430,"1,0000",3
411,"2.310,00","0,8593",0,"0,0000",0,431,"0,1478",1
412,"159.296,00","0,2825",0,"0,7900",0,432,"0,0000",-1
413,"21.840,93","0,9558",0,"0,0000",0,433,"0,2758",1
414,"88.893,22","0,8233",0,"0,4300",0,434,"0,0000",-1
415,"433.839,52","1,0000",0,"0,4300",0,435,"0,0000",-1
416,"115.871,42","0,8308",0,"0,4300",0,436,"0,0000",-1
417,"4.315.792,44","0,9253",1,"0,9700",0,437,"0,0000",-1
418,"831.272,05","0,9998",1,"0,0000",0,438,"0,1412",3
419,"947.138,58","0,9714",0,"0,0000",0,439,"0,0142",1
420,"6.800,00","1,0000",0,"0,6800",0,440,"1,0000",6
421,"80.000,00","0,9750",0,"0,0000",0,441,"0,1846",1
422,"139.329,30","1,0000",0,"0,0000",0,442,"0,1153",1
423,"14.057,64","0,9859",1,"0,0000",0,443,"1,0000",3
424,"25.000,00","0,9000",0,"0,0000",0,444,"0,2224",1
425,"184.529,62","1,2341",1,"0,5400",0,446,"0,0000",-1
426,"301.159,76","0,8518",0,"0,5400",0,447,"0,0000",-1
427,"546.746,34","0,8344",0,"0,5400",0,448,"0,0000",-1
428,"151.094,17","4,3107",1,"0,6800",0,450,"1,0000",4
429,"11.319,68","0,9047",0,"0,0000",0,451,"0,2100",1
430,"282.011,90","0,9984",1,"0,0000",0,452,"1,0000",3
431,"121.240,31","0,7959",0,"0,0000",0,453,"0,0782",1
432,"15.600,00","0,7785",0,"0,0000",0,456,"0,1462",1
433,"163.000,00","0,9847",0,"0,0000",0,457,"0,1030",1
434,"250.000,00","0,9336",0,"0,0000",0,458,"0,0738",1
435,"24.000,00","0,9167",0,"0,0000",0,459,"0,2358",1
436,"16.716,63","0,7167",0,"0,6700",0,460,"1,0000",6
437,"401.522,96","0,8323",0,"0,7500",0,461,"0,0000",-1
438,"65.316,00","0,9921",0,"0,0000",0,462,"0,2974",1
439,"10.000,00","0,8500",0,"0,0000",0,463,"0,1669",1
440,"36.000,00","0,6467",0,"0,0000",0,464,"0,0975",1
441,"69.576,40","0,7167",0,"0,0000",0,465,"0,0942",1
442,"136.475,27","0,9196",0,"0,0000",0,466,"0,0873",1
443,"17.850,00","0,6667",0,"0,0000",0,467,"0,0938",1
444,"101.736,00","1,0000",1,"0,0000",0,468,"1,0000",3
445,"30.000,00","0,9571",1,"0,0000",0,469,"1,0000",3
446,"123.243,13","0,8900",0,"0,0000",0,470,"0,0941",1
447,"125.760,00","1,1154",1,"0,6400",0,471,"1,0000",4
448,"8.942,30","0,9785",0,"0,0000",0,472,"0,3247",1
449,"95.250,00","0,8871",0,"0,0000",0,473,"0,1151",1
450,"779.823,08","1,0000",1,"0,5000",0,474,"0,0000",-1
451,"90.670,00","0,6947",0,"0,0000",0,475,"0,0735",1
452,"132.635,04","0,8850",0,"0,0000",0,476,"0,0873",1
453,"20.000,00","1,1725",1,"0,0000",0,477,"0,3043",3
454,"475.128,61","0,9940",0,"0,0000",0,478,"0,0332",1
455,"177.143,88","0,9352",0,"0,0000",0,479,"0,0761",1
456,"13.248,80","1,0000",0,"0,8500",0,480,"0,0000",-1
457,"1.802.473,77","0,9250",0,"0,6800",0,481,"1,0000",6
458,"9.390,00","1,0000",0,"0,0000",0,482,"1,0000",1
459,"10.100,00","0,9998",0,"0,0000",0,483,"1,0000",1
460,"494.762,33","0,9338",0,"0,0600",0,484,"0,0001",1
461,"39.000,00","0,9508",0,"0,0000",0,485,"0,2138",1
462,"43.906,66","0,8398",0,"0,0000",0,486,"0,1547",1
463,"50.200,00","0,8993",0,"0,0000",0,487,"0,1753",1
464,"166.654,67","0,9898",1,"0,0000",0,488,"0,8798",3
465,"359.873,44","0,9955",1,"0,0000",0,489,"0,6207",3
466,"59.328,45","0,9564",1,"0,0000",0,490,"1,0000",3
467,"925,80","0,7777",0,"0,6800",0,491,"1,0000",6
468,"220.000,00","0,9211",0,"0,0000",0,492,"0,0721",1
469,"62.286,75","1,0000",1,"0,0000",0,493,"1,0000",3
470,"85.104,87","0,8800",0,"0,0000",0,494,"0,1224",1
471,"127.940,85","1,0000",1,"0,0000",0,495,"1,0000",3
472,"51.158,33","1,0000",0,"0,0000",0,496,"0,3242",1
473,"19.432,20","1,0000",0,"0,0000",0,497,"0,9340",1
474,"49.377,95","0,9150",0,"0,0000",0,498,"0,1743",1
475,"21.984,00","1,0000",0,"0,0000",0,499,"0,9303",1
476,"22.500,00","0,9341",0,"0,0000",0,500,"0,2464",1
477,"14.264,57","0,9990",1,"0,0000",0,501,"1,0000",3
478,"235.560,86","0,8429",0,"0,0000",0,502,"0,0704",1
479,"344.920,58","0,9863",1,"0,0000",0,503,"0,6820",3
480,"92.918,23","0,9998",1,"0,0000",0,504,"1,0000",3
481,"1.154.170,16","0,7489",0,"0,0000",0,505,"0,0103",1
482,"264.841,81","0,8001",0,"0,0000",0,506,"0,0599",1
483,"44,70","0,9441",1,"0,0000",0,507,"1,0000",3
484,"43.993,02","0,9779",0,"0,0000",0,508,"0,2476",1
485,"297.840,00","0,9804",0,"0,0000",0,509,"0,0748",1
486,"45.924,69","0,9980",0,"0,6800",0,510,"1,0000",6
487,"79.500,00","0,9811",0,"0,0000",0,511,"0,2162",1
488,"399.376,65","0,9900",1,"0,0000",0,512,"0,4725",3
489,"37.904,90","0,9392",0,"0,0000",0,513,"0,2273",1
490,"24.246,51","0,9946",1,"0,0000",0,514,"1,0000",3
491,"635.970,40","0,9260",1,"0,0000",0,515,"0,1907",3
492,"43.685,85","1,0000",0,"0,3500",0,516,"0,0000",-1
493,"1.930.451,77","0,9986",1,"0,0600",0,517,"0,0009",3
494,"14.027,00","1,0217",0,"0,8500",0,518,"0,0000",-1
495,"52.391,29","0,5509",0,"0,2800",0,519,"1,0000",5
496,"9.269,19","1,0000",1,"0,0000",0,520,"1,0000",3
497,"19.250,00","0,8987",0,"0,0000",0,521,"0,2239",1
498,"52.000,00","0,9423",0,"0,0000",0,522,"0,1787",1
499,"1.175.061,53","0,9074",0,"0,0000",0,523,"0,0103",1
500,"365.507,31","0,9988",1,"0,0600",0,524,"0,0009",3
501,"66.500,00","0,9774",0,"0,0000",0,525,"0,2085",1
502,"6.666,66","0,8445",0,"0,0000",0,526,"0,1543",1
503,"27.930,00","1,0000",1,"0,0000",0,527,"1,0000",3
504,"256.072,66","0,9952",1,"0,0600",0,528,"0,0009",3
505,"30.000,00","0,7200",0,"0,0000",0,529,"0,1233",1
506,"101.177,20","0,9868",1,"0,0000",0,530,"1,0000",3
507,"1.375.870,40","0,8999",0,"0,0000",0,531,"0,0081",1
508,"53.346,94","1,0000",0,"0,0000",0,532,"0,3155",1
509,"425.000,00","0,7647",0,"0,0000",0,533,"0,0334",1
510,"15.690,00","0,8540",0,"0,0000",0,534,"0,1802",1
511,"151.000,00","0,6358",1,"0,0000",0,535,"0,3070",3
512,"31.162,87","0,9147",0,"0,0000",0,536,"0,2201",1
513,"55.871,90","1,0013",1,"0,0000",0,537,"1,0000",3
514,"30.909,34","0,8825",0,"0,0000",0,538,"0,1995",1
515,"4.010.155,00","0,9069",0,"0,0000",0,539,"0,0018",1
516,"28.505,00","1,0000",0,"0,0000",0,541,"0,7225",1
517,"28.810,00","1,0000",1,"0,0000",0,542,"1,0000",3
518,"95.856,00","0,9999",0,"0,0000",0,543,"0,1814",1
519,"23.243,77","1,0000",1,"0,5000",0,544,"0,0000",-1
520,"739.501,06","1,0000",1,"0,5000",0,546,"0,0000",-1
521,"256.770,53","0,9310",0,"0,0000",0,547,"0,0750",1
522,"69.575,00","0,9328",0,"0,0000",0,548,"0,1473",1
523,"9.076,80","1,0000",1,"0,0000",0,549,"1,0000",3
524,"45.000,00","0,8333",0,"0,0000",0,550,"0,1542",1
525,"538.204,20","0,4901",0,"0,9700",0,551,"1,0000",2
526,"274.583,34","0,9979",0,"0,5000",0,552,"0,0000",-1
527,"156.904,85","0,5529",0,"0,5000",0,553,"0,0000",-1
528,"17.460,00","0,9471",0,"0,0000",0,554,"0,2620",1
529,"25.125,00","0,9701",0,"0,0000",0,555,"0,2877",1
530,"1.679,67","0,9163",0,"0,3300",0,556,"0,0000",-1
531,"81.756,96","1,0000",0,"0,5400",0,557,"0,0000",-1
532,"254.518,93","1,0000",1,"0,0000",0,558,"1,0000",3
533,"13.000,00","1,1000",0,"0,0000",0,559,"0,0470",1
534,"150.000,00","0,8973",0,"0,0000",0,560,"0,0820",1
535,"247.705,89","0,8796",0,"0,0000",0,561,"0,0750",1
536,"15.446,00","1,0000",1,"0,0000",0,562,"1,0000",3
537,"1.773.445,55","0,8950",0,"0,0000",0,563,"0,0058",1
538,"51.276,53","1,0000",1,"0,9300",0,564,"0,0000",-1
539,"57.720,96","0,9529",0,"0,0000",0,565,"0,1740",1
540,"1.171.596,72","0,9271",0,"0,0000",0,566,"0,0102",1
541,"93.841,51","1,0000",1,"0,0000",1,567,"0,0000",-1
542,"300.333,33","0,9410",0,"0,0000",0,568,"0,0733",1
543,"14.998,47","1,0000",0,"0,7500",0,569,"0,0000",-1
544,"22.000,00","0,9502",0,"0,0000",0,570,"0,2707",1
545,"19.920,00","0,8420",0,"0,0000",0,571,"0,1797",1
546,"35.111,86","0,9491",0,"0,0000",0,572,"0,2321",1
547,"193.163,55","0,5687",0,"0,0000",0,573,"0,0328",1
548,"519.838,06","0,7900",0,"0,0000",0,574,"0,0274",1
549,"27.805,00","0,9991",0,"0,0000",0,575,"0,7983",1
550,"87.600,00","0,6849",0,"0,0000",0,576,"0,0724",1
551,"39.500,00","0,7962",0,"0,0000",0,577,"0,1427",1
552,"13.870,00","0,9156",0,"0,0000",0,578,"0,2273",1
553,"50.000,00","0,2609",0,"0,0000",0,579,"0,0234",1
554,"18.400,00","0,7065",0,"0,0000",0,580,"0,1093",1
555,"32.059,50","0,5941",1,"0,0000",0,581,"0,2759",3
556,"502.183,27","2,0811",1,"0,0000",0,582,"0,0480",3
557,"126.351,58","0,8490",0,"0,0000",0,583,"0,0889",1
558,"121.230,67","0,8491",0,"0,0000",0,584,"0,0918",1
559,"79.596,45","0,9065",0,"0,0000",0,585,"0,1304",1
560,"55.800,00","0,9892",0,"0,0000",0,586,"0,3281",1
561,"22.600,00","0,9292",0,"0,0000",0,587,"0,2437",1
562,"177.010,09","0,7740",0,"0,0000",0,588,"0,0602",1
563,"196.596,99","0,9170",0,"0,0000",0,589,"0,0737",1
564,"45.600,00","0,9211",0,"0,0000",0,590,"0,1907",1
565,"275.304,53","1,0000",1,"0,0000",0,591,"1,0000",3
566,"255.549,12","1,0000",1,"0,0000",0,592,"1,0000",3
567,"240.000,00","0,0000",1,"0,1400",0,593,"0,0005",3
568,"32.000,00","1,0497",1,"0,0000",0,594,"1,0000",3
569,"14.395,30","0,9754",0,"0,0000",0,595,"0,3478",1
570,"44.100,00","0,9841",0,"0,0000",0,596,"0,2937",1
571,"250.372,51","0,9999",1,"0,0600",0,597,"0,0009",3
572,"148.832,67","0,9973",0,"0,0000",1,598,"1,0000",0
573,"29.618,98","0,8067",0,"0,0000",0,599,"0,1594",1
574,"15.886,50","0,6082",0,"0,8200",0,600,"0,0000",-1
575,"118.722,16","0,8300",0,"0,0000",0,601,"0,0900",1
576,"1.052.607,62","1,0000",1,"0,0000",0,602,"0,1009",3
577,"71.690,87","0,7156",1,"0,2800",0,603,"0,0005",3
578,"245.712,48","0,5480",0,"0,0000",0,604,"0,0265",1
579,"1.798.688,04","0,7302",0,"0,5000",0,605,"0,0000",-1
580,"31.820,00","0,8899",1,"0,0000",0,607,"0,9545",3
581,"12.779,00","1,0000",0,"0,4600",0,608,"0,0000",-1
582,"10.165,00","0,9838",0,"0,0000",0,609,"0,3545",1
583,"135,00","0,7963",0,"0,9600",0,610,"1,0000",2
584,"702.488,19","0,9999",1,"0,1900",0,611,"0,0000",-1
585,"253.888,54","1,0000",1,"0,0000",0,612,"1,0000",3
586,"3.990,00","0,9649",0,"0,0000",0,613,"0,2442",1
587,"9.727.007,96","0,7075",0,"0,0000",0,614,"0,0006",1
588,"132.481,86","0,9964",0,"0,0000",0,615,"0,1273",1
589,"15.997,50","0,9989",0,"0,0000",0,616,"1,0000",1
590,"251.577,03","0,9959",1,"0,3300",0,617,"0,0005",3
591,"6.892,00","0,9794",0,"0,7900",1,618,"0,1772",0
592,"260.061,70","0,9906",0,"0,0000",0,619,"0,0812",1
593,"34.392,30","0,9947",1,"0,0000",0,620,"1,0000",3
594,"45.840,00","0,9162",0,"0,0000",0,621,"0,1853",1
595,"26.799,96","0,2194",0,"0,8200",0,622,"0,0000",-1
596,"36.740,00","0,9980",0,"0,0000",0,623,"0,5314",1
597,"166.500,00","0,9999",1,"0,0000",0,624,"0,8690",3
598,"244.000,00","0,9057",0,"0,0600",0,625,"0,0001",1
599,"2.762.191,83","0,9990",1,"0,0000",0,626,"0,0269",3
600,"65.980,00","0,8321",0,"0,0000",1,627,"1,0000",0
601,"85.147,53","0,9315",1,"0,0000",0,628,"0,8753",3
602,"21.483,19","0,8891",0,"0,0000",0,629,"0,2156",1
603,"3.730.530,02","0,7130",0,"0,0000",0,630,"0,0020",1
604,"37.000,00","0,9946",0,"0,0000",0,631,"0,5218",1
605,"11.043,00","0,7923",0,"0,0000",0,632,"0,1456",1
606,"43.229,78","0,7667",0,"0,0000",0,634,"0,1323",1
607,"7.596,00","1,0000",0,"0,0000",0,635,"1,0000",1
608,"79.533,94","1,0000",1,"0,0000",0,636,"1,0000",3
609,"86.984,44","0,7077",0,"0,0000",0,637,"0,0799",1
610,"23.361,07","0,9828",0,"0,0000",0,638,"0,3704",1
611,"42.420,00","0,5516",0,"0,6100",0,639,"1,0000",7
612,"23.750,00","1,0000",0,"0,6100",0,640,"1,0000",7
613,"434.230,80","0,9990",0,"0,0000",0,641,"0,0374",1
614,"13.598,83","0,9934",0,"0,0000",0,642,"0,6449",1
615,"14.980,00","1,0000",0,"0,0000",0,643,"0,9438",1
616,"146.800,00","0,9443",0,"0,0000",0,644,"0,0866",1
617,"90,00","630,0000",0,"0,6100",0,645,"0,0000",-1
618,"6.731,49","1,0000",1,"0,6100",0,646,"1,0000",4
619,"492.090,00","0,5426",0,"0,6100",0,647,"1,0000",7
620,"42.145,00","0,9491",0,"0,6100",0,648,"1,0000",7
621,"186.238,86","0,7900",0,"0,6100",0,649,"1,0000",7
622,"2.023,00","0,8651",0,"0,0000",0,650,"0,1478",1
623,"6.600,00","0,9773",1,"0,0000",0,651,"1,0000",3
624,"14.475,20","0,4954",1,"0,0000",0,652,"0,2028",3
625,"20.888,00","1,0637",1,"0,0000",0,653,"0,8142",3
626,"8.186,61","1,0000",0,"0,0000",0,654,"1,0000",1
627,"12.608,07","0,9518",0,"0,0000",0,655,"0,2834",1
628,"11.541,52","0,8654",0,"0,0000",0,656,"0,1775",1
629,"271.488,00","0,6807",0,"0,0000",0,657,"0,0354",1
630,"4.100,00","0,7317",0,"0,0600",0,658,"0,0001",1
631,"82.439,02","0,8359",0,"0,6100",0,659,"1,0000",7
632,"42.528,66","0,4832",0,"0,6100",0,660,"1,0000",7
633,"29.668,62","1,0000",0,"0,6100",0,661,"1,0000",7
634,"29.500,00","0,9322",0,"0,6100",0,662,"1,0000",7
635,"16.900,00","1,0000",1,"0,0000",0,663,"1,0000",3
636,"4,00","46,2500",0,"0,0000",0,664,"0,0001",1
637,"4,00","29,0000",0,"0,0000",0,665,"0,0002",1
638,"8.933,00","0,9403",0,"0,0000",0,666,"0,2272",1
639,"11.638,55","0,8991",0,"0,0000",0,667,"0,2078",1
640,"38.622,00","1,0000",0,"0,4600",0,668,"0,0000",-1
641,"983.810,79","0,6190",0,"0,0000",0,669,"0,0109",1
642,"37.800,00","1,0000",1,"0,0000",0,670,"1,0000",3
643,"7.631,00","0,9697",0,"0,6000",0,671,"0,0654",7
644,"145.360,00","0,8034",0,"0,2800",0,672,"1,0000",5
645,"964.440,92","0,9944",1,"0,0000",0,673,"0,1169",3
646,"48.726,00","0,9354",0,"0,0000",0,674,"0,1918",1
647,"24.090,00","0,7264",0,"0,9700",0,675,"1,0000",2
648,"353.049,62","0,9890",0,"0,8800",0,676,"0,0000",-1
649,"5.000,00","0,9932",1,"0,0000",0,677,"1,0000",3
650,"144.934,35","0,9865",0,"0,0000",0,678,"0,1131",1
651,"20.000,00","0,8890",0,"0,0000",0,679,"0,2137",1
652,"17.547,76","0,8206",1,"0,0000",0,680,"0,7036",3
653,"300.000,00","0,8917",0,"0,0000",0,681,"0,0686",1
654,"40.000,00","0,7487",0,"0,0000",0,682,"0,1289",1
655,"39.466,55","0,9998",1,"0,0000",0,683,"1,0000",3
656,"12.500,00","1,0000",0,"0,0000",0,684,"1,0000",1
657,"114.600,00","0,8148",0,"0,0000",0,685,"0,0878",1
658,"61.400,94","0,8600",0,"0,9300",0,686,"0,9998",2
659,"19.650,95","1,0000",0,"0,5100",0,687,"0,0000",-1
660,"40.000,00","1,0000",0,"0,0000",0,688,"0,4479",1
661,"40.500,00","0,9802",0,"0,0000",0,689,"0,2796",1
662,"303.996,72","0,2831",1,"0,7900",0,690,"0,0000",-1
663,"14.775,87","1,0427",0,"0,5300",0,692,"0,0000",-1
664,"33.269,70","1,0000",0,"0,0000",0,693,"0,6049",1
665,"19.444,00","0,7667",0,"0,0000",0,694,"0,1441",1
666,"5.100,25","1,0000",1,"0,0000",0,695,"1,0000",3
667,"19.765,65","0,8140",0,"0,0000",0,696,"0,1592",1
668,"25.920,00","1,0000",0,"0,0000",0,697,"0,7939",1
669,"109.282,21","1,0000",0,"0,0000",0,699,"0,1492",1
670,"88.527,01","1,0000",0,"0,0000",0,700,"0,2025",1
671,"251.250,00","1,0000",1,"0,0000",0,701,"1,0000",3
672,"252.281,80","0,9894",0,"0,0000",0,702,"0,0846",1
673,"77.511,01","0,9071",0,"0,0000",0,703,"0,1324",1
674,"81.128,38","0,8889",0,"0,0000",0,704,"0,1251",1
675,"3.000,00","2,1633",0,"0,0000",0,706,"0,0042",1
676,"139.183,86","0,6172",0,"0,0000",0,707,"0,0468",1
677,"9.000,00","1,0453",0,"0,0000",0,708,"0,1034",1
678,"38.263,84","0,8469",0,"0,0000",0,709,"0,1712",1
679,"15.000,00","0,8410",1,"0,5700",1,710,"0,0000",-1
680,"650,00","1,0000",0,"0,0000",0,711,"0,5993",1
681,"116.487,00","0,9868",0,"0,0000",0,712,"0,1414",1
682,"171.748,18","0,9995",0,"0,1900",0,713,"0,0000",-1
683,"382.676,89","1,0327",1,"0,0000",0,714,"0,4771",3
684,"5.017,50","1,0448",0,"0,0000",0,715,"0,1044",1
685,"46.720,50","1,0000",1,"0,9600",0,716,"0,0000",-1
686,"150.933,33","0,9872",1,"0,0000",0,718,"1,0000",3
687,"19.925,00","0,6068",0,"0,7500",0,719,"0,0000",-1
688,"22.183,00","0,8488",0,"0,7500",0,720,"0,0000",-1
689,"273.919,37","1,0000",1,"0,0000",0,722,"1,0000",3
690,"120.000,00","1,0000",0,"0,4000",0,723,"0,0000",-1
691,"48.960,21","1,0000",1,"0,4000",0,724,"0,0005",3
692,"13.134,50","1,0000",0,"0,4000",0,725,"0,0000",-1
693,"18.000,00","1,0667",0,"0,4000",0,726,"0,0000",-1
694,"30.833,80","0,9378",0,"0,4000",0,727,"0,0000",-1
695,"1.324.004,99","0,8724",0,"0,4000",0,728,"0,0000",-1
696,"40.000,00","0,8800",0,"0,0000",0,729,"0,1787",1
697,"50.000,00","0,9980",1,"0,0000",0,730,"1,0000",3
698,"406.175,00","0,3730",0,"0,0000",0,731,"0,0137",1
699,"1.179,96","0,3644",0,"0,8600",1,732,"0,1628",0
700,"76.559,89","0,8518",0,"0,0000",0,733,"0,1175",1
701,"20.327,00","1,0000",0,"0,4000",0,734,"0,0000",-1
702,"12.900,00","1,0000",0,"0,4000",0,735,"0,0000",-1
703,"169.824,00","0,5031",0,"0,0000",0,736,"0,0336",1
704,"20.344,00","1,0000",0,"0,0000",0,737,"0,9643",1
705,"825.661,12","0,8445",0,"0,6100",0,738,"0,7624",7
706,"571.935,34","0,9889",0,"0,0000",0,739,"0,0272",1
707,"9.000,00","1,0000",0,"0,0000",0,740,"1,0000",1
708,"15.668,92","0,9937",0,"0,0000",0,741,"0,6605",1
709,"25.739,78","0,7370",0,"0,6100",0,742,"1,0000",7
710,"134.557,92","1,0000",1,"0,6100",0,743,"1,0000",4
711,"129.365,61","1,0000",0,"0,6100",0,744,"1,0000",7
712,"80.196,62","0,4372",0,"0,6100",0,745,"1,0000",7
713,"39.398,00","0,4564",0,"0,6100",0,746,"1,0000",7
714,"50.000,00","0,6848",1,"0,6700",0,747,"1,0000",4
715,"23.878,43","1,0000",0,"0,0000",0,748,"0,8352",1
716,"30.540,60","1,0719",1,"0,0000",0,749,"0,7201",3
717,"19.905,91","1,0000",1,"0,0000",0,750,"1,0000",3
718,"28.791,60","1,0000",0,"0,0000",0,751,"0,7101",1
719,"11.374,81","1,2308",0,"0,0000",0,752,"0,0207",1
720,"17.996,00","0,6830",0,"0,0000",0,753,"0,1001",1
721,"53.304,26","0,8406",0,"0,0000",0,754,"0,1407",1
722,"313.518,99","0,7400",0,"0,0600",0,755,"0,0001",1
723,"16.875,90","1,0000",0,"0,7500",0,756,"0,0000",-1
724,"27.178,29","0,8529",0,"0,0000",0,757,"0,1877",1
725,"40.523,00","0,8510",0,"0,5100",0,758,"0,0000",-1
726,"17.600,00","1,0000",0,"0,6800",0,759,"1,0000",6
727,"10.800,00","1,0000",0,"0,4900",0,760,"0,0000",-1
728,"408,49","0,9998",0,"0,6800",0,761,"1,0000",6
729,"30.763,40","0,8544",0,"0,0000",1,762,"1,0000",0
730,"30.633,25","0,5794",0,"0,0000",0,763,"0,0766",1
731,"50.000,00","0,9940",0,"0,0000",0,764,"0,3599",1
732,"9.643,90","0,9786",1,"0,0000",0,765,"1,0000",3
733,"2.880,00","0,9990",1,"0,0000",0,767,"1,0000",3
734,"5.744,10","1,0000",1,"0,0000",0,768,"1,0000",3
735,"6.447,27","0,9061",1,"0,0000",0,769,"0,9845",3
736,"335.066,21","0,9992",1,"0,3800",0,770,"0,0000",-1
737,"3.500,00","0,9720",0,"0,0000",0,771,"0,2544",1
738,"9.850,00","0,7208",0,"0,0000",0,772,"0,1074",1
739,"54.521,53","1,0723",0,"0,0000",0,773,"0,0644",1
740,"21.436,60","0,6204",1,"0,0000",0,774,"0,3009",3
741,"13.057,90","0,7101",1,"0,0000",0,775,"0,4220",3
742,"134.156,67","0,9131",0,"0,0000",0,776,"0,0871",1
743,"63.680,00","0,9108",0,"0,0000",0,777,"0,1575",1
744,"1.766.199,75","0,9998",0,"0,0000",0,778,"0,0057",1
745,"24.506,60","1,0000",1,"0,0000",1,779,"0,0000",-1
746,"98.295,04","0,8085",0,"0,0000",0,780,"0,0951",1
747,"25.000,00","0,8400",1,"0,0000",0,781,"0,7874",3
748,"65.500,00","0,9630",1,"0,0000",0,782,"1,0000",3
749,"840.406,25","0,6718",0,"0,0000",0,783,"0,0134",1
750,"5.285,00","0,7071",1,"0,6700",0,784,"1,0000",4
751,"40.000,00","0,5750",0,"0,0000",0,785,"0,0775",1
752,"26.229,63","0,9874",1,"0,7500",0,786,"1,0000",4
753,"63.000,00","1,0000",1,"0,0000",0,787,"1,0000",3
754,"22.000,00","1,0000",0,"0,0000",0,788,"0,9274",1
755,"34.300,00","0,8630",0,"0,2800",0,789,"1,0000",5
756,"12.851,21","0,8170",0,"0,6100",0,790,"1,0000",7
757,"264.000,00","0,9978",1,"0,0000",0,791,"1,0000",3
758,"14.115,36","0,9922",1,"0,0000",0,792,"1,0000",3
759,"68.321,45","1,0000",0,"0,0000",0,793,"0,2593",1
760,"25.000,00","0,9728",0,"0,0000",0,794,"0,2988",1
761,"37.515,34","0,9912",0,"0,0000",0,795,"0,4483",1
762,"40.000,00","0,9100",0,"0,0000",0,796,"0,1984",1
763,"4.173.677,77","0,9188",0,"0,7900",0,797,"0,0000",-1
764,"30.087,08","0,5783",0,"0,0000",0,798,"0,0754",1
765,"259.568,62","0,9992",1,"0,0000",0,799,"1,0000",3
766,"32.018,55","0,3256",0,"0,0000",0,800,"0,0305",1
767,"462.514,68","0,8004",0,"0,0000",1,801,"1,0000",0
768,"24.103,00","0,9454",0,"0,0000",0,802,"0,2626",1
769,"128.665,75","0,7850",0,"0,5400",0,803,"0,0000",-1
770,"43.295,97","0,8041",0,"0,0000",0,804,"0,1419",1
771,"88.000,00","0,9887",0,"0,0000",0,805,"0,2104",1
772,"71.941,95","0,7900",0,"0,0000",0,806,"0,1049",1
773,"9.750,00","1,0000",0,"0,6900",0,807,"1,0000",6
774,"363.998,00","0,9886",1,"0,0000",0,808,"0,6059",3
775,"33.618,06","0,6990",0,"0,1900",0,809,"0,0000",-1
776,"12.240,00","0,9722",0,"0,1900",0,810,"0,0000",-1
777,"52.832,88","0,9993",1,"0,1900",0,811,"0,0000",-1
778,"40.926,26","1,0000",1,"0,1900",0,812,"0,0000",-1
779,"145.396,09","0,9898",0,"0,7100",0,813,"0,0000",-1
780,"10.054,69","0,9838",0,"0,0000",0,814,"0,3522",1
781,"6.398,70","1,0000",0,"0,0000",0,815,"1,0000",1
782,"135.844,66","0,7293",0,"0,0000",0,816,"0,0627",1
783,"29.637,00","0,9997",1,"0,0000",0,817,"1,0000",3
784,"120.032,99","1,0000",1,"0,0000",0,818,"1,0000",3
785,"374.365,50","1,0000",1,"0,0000",0,819,"0,5425",3
786,"42.000,00","0,8400",1,"0,1900",0,820,"0,0000",-1
787,"64.405,75","1,1087",1,"0,1900",0,821,"0,0000",-1
788,"64.795,00","0,5631",0,"0,1900",0,822,"0,0000",-1
789,"194.530,00","0,8071",0,"0,0000",0,823,"0,0652",1
790,"7.237,66","0,6766",0,"0,0000",0,824,"0,0914",1
791,"228.530,35","0,8953",0,"0,0000",0,825,"0,0742",1
792,"46.334,00","1,0000",0,"0,0000",0,826,"0,3514",1
793,"282.733,14","1,1547",1,"0,0000",0,827,"0,3236",3
794,"44.820,12","0,7692",0,"0,0000",0,828,"0,1295",1
795,"37.707,33","0,6232",0,"0,3300",0,829,"0,0000",-1
796,"36.578,33","1,0638",0,"0,0000",0,830,"0,0734",1
797,"18.000,00","1,0000",0,"0,9600",0,831,"1,0000",2
798,"13.900,00","0,4604",0,"0,0000",0,832,"0,0532",1
799,"60.000,00","0,3588",0,"0,3800",0,833,"0,0000",-1
800,"382,60","0,4001",0,"0,0000",0,835,"0,0406",1
801,"106.371,00","0,6471",1,"0,0000",0,836,"0,3381",3
802,"5.700,00","0,9448",0,"0,0000",0,837,"0,2262",1
803,"57.892,73","1,0003",1,"0,0000",0,838,"1,0000",3
804,"33.466,65","0,9233",1,"0,0000",0,839,"1,0000",3
805,"257.808,60","0,8576",0,"0,0000",0,840,"0,0717",1
806,"69.360,40","0,8800",1,"0,0000",0,843,"0,8118",3
807,"366.695,90","0,8239",0,"0,0000",0,844,"0,0474",1
808,"13.760,00","0,8539",0,"0,0000",0,845,"0,1770",1
809,"2.240,00","1,0000",0,"0,9600",0,846,"1,0000",2
810,"35.000,00","0,9099",0,"0,0000",0,847,"0,2115",1
811,"27.196,80","0,4633",0,"0,0000",0,848,"0,0557",1
812,"125.000,00","1,1545",1,"0,0000",0,849,"0,3285",3
813,"48.963,00","0,8000",0,"0,0000",0,850,"0,1333",1
814,"76.340,32","0,6812",0,"0,6100",0,851,"1,0000",7
815,"9.383,03","0,5768",0,"0,6100",0,852,"1,0000",7
